% r                      z
0.0029489896             2.7143288E-12            
0.0029525904             2.7476014E-12            
0.002956191              2.7813045E-12            
0.0029597918             2.815442E-12             
0.0029633925             2.8500184E-12            
0.0029669933             2.885038E-12             
0.0029705942             2.9205072E-12            
0.0029741947             2.9564233E-12            
0.0029777957             2.9928005E-12            
0.0029813962             3.0296332E-12            
0.0029849967             3.0669308E-12            
0.0029885976             3.1047025E-12            
0.002992198              3.142943E-12             
0.002995799              3.1816667E-12            
0.0029993998             3.2208706E-12            
0.0030030005             3.2605615E-12            
0.0030066012             3.3007442E-12            
0.003010202              3.3414233E-12            
0.0030138027             3.382603E-12             
0.0030174034             3.4242882E-12            
0.0030210041             3.4664832E-12            
0.0030246046             3.5091903E-12            
0.0030282056             3.552422E-12             
0.003031806              3.5961722E-12            
0.003035407              3.6404564E-12            
0.0030390075             3.698654E-12             
0.0030426085             3.784423E-12             
0.003046209              3.870772E-12             
0.00304981               3.957702E-12             
0.0030534104             4.0451665E-12            
0.0030570114             4.133167E-12             
0.003060612              4.2216586E-12            
0.0030642126             4.310637E-12             
0.0030678133             4.4000762E-12            
0.003071414              4.489955E-12             
0.0030750148             4.5802537E-12            
0.0030786155             4.670953E-12             
0.0030822165             4.7620384E-12            
0.003085817              4.853475E-12             
0.003089418              4.945266E-12             
0.0030930184             5.0373707E-12            
0.0030966194             5.1297955E-12            
0.0031002199             5.2224986E-12            
0.0031038208             5.315487E-12             
0.0031074213             5.4087208E-12            
0.003111022              5.5022016E-12            
